activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,inchikey,np_score,short_inchikey,wikidata_id
,CHEMBL1056359,CCCNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1152488,Eur J Med Chem,CHEMBL107528,=,=,Activity,%,88.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,%,88.0,CCCNC(=N)NCCC[C@H](N)C(=O)O,AOMXURITGZJPKB-ZETCQYMHSA-N,0.5127973361234532,AOMXURITGZJPKB,http://www.wikidata.org/entity/Q27088088
,CHEMBL957512,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCOCCc2cccc(F)c2)c1,,CHEMBL1153945,Bioorg Med Chem,CHEMBL512136,=,=,Ki,nM,4000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,4.0,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCOCCc2cccc(F)c2)c1,AQFHFNHZQKRGMW-FXAWDEMLSA-N,-0.684118713263026,AQFHFNHZQKRGMW,no_wikidata_match
,CHEMBL2343148,CCOC(=O)CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O,,CHEMBL2331431,J Nat Prod,CHEMBL2331731,=,=,IC50,nM,10800.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,10.8,CCOC(=O)CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O,AQLBEZWXOMWPSR-RBYMTXCUSA-N,2.8738144513627457,AQLBEZWXOMWPSR,http://www.wikidata.org/entity/Q115971770
,CHEMBL699600,N/C(=N\CCC[C@H](N)CNCc1ccc(N)cc1)N[N+](=O)[O-],Outside typical range,CHEMBL1136776,J Med Chem,CHEMBL44964,=,=,Ki,nM,326000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,326.0,N/C(=N\CCC[C@H](N)CNCc1ccc(N)cc1)N[N+](=O)[O-],ARDHMGLGQQTAQP-LBPRGKRZSA-N,-0.0648566956466227,ARDHMGLGQQTAQP,no_wikidata_match
,CHEMBL1806050,O=c1cc(Cn2c(C3CC(F)(F)C3)nc3nccnc32)c2cccc(F)c2[nH]1,,CHEMBL1800057,J Med Chem,CHEMBL1801062,=,=,EC50,nM,3300.0,CHEMBL3464,"Nitric oxide synthase, inducible",EC50,uM,3.3,O=c1cc(Cn2c(C3CC(F)(F)C3)nc3nccnc32)c2cccc(F)c2[nH]1,ARLMOCASJYQODY-UHFFFAOYSA-N,-0.9858206480127213,ARLMOCASJYQODY,no_wikidata_match
,CHEMBL3592389,CC(=N)NCc1cccc(CNC(=O)CC(=O)O)c1,,CHEMBL3588792,ACS Med Chem Lett,CHEMBL3589086,>,>,IC50,nM,10000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,10.0,CC(=N)NCc1cccc(CNC(=O)CC(=O)O)c1,ASEXKKILYOLIGZ-UHFFFAOYSA-N,-0.008463713819410527,ASEXKKILYOLIGZ,no_wikidata_match
,CHEMBL699603,CCCC/N=C(/N)NOCc1ccccc1,,CHEMBL1145002,J Med Chem,CHEMBL72632,<,<,NO formation,%,0.5,CHEMBL3464,"Nitric oxide synthase, inducible",NO formation,%,0.5,CCCC/N=C(/N)NOCc1ccccc1,ATFLPTYPJMUSTK-UHFFFAOYSA-N,-0.3042707435299,ATFLPTYPJMUSTK,no_wikidata_match
,CHEMBL957512,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NC(=O)CNCCc2cccc(F)c2)c1,,CHEMBL1153945,Bioorg Med Chem,CHEMBL470193,=,=,Ki,nM,5400.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,5.4,Cc1cc(N)nc(C[C@H]2CNC[C@H]2NC(=O)CNCCc2cccc(F)c2)c1,ATHLQWRHZJQYBB-QFBILLFUSA-N,-0.9256027480663748,ATHLQWRHZJQYBB,no_wikidata_match
,CHEMBL3592389,CC(=N)NCc1cccc(CN(Cc2ccc([N+](=O)[O-])cc2)Cc2ccc([N+](=O)[O-])cc2)c1,,CHEMBL3588792,ACS Med Chem Lett,CHEMBL3589093,=,=,IC50,nM,500.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.5,CC(=N)NCc1cccc(CN(Cc2ccc([N+](=O)[O-])cc2)Cc2ccc([N+](=O)[O-])cc2)c1,AUEPGFAHZYOVPF-UHFFFAOYSA-N,-0.7954443748742969,AUEPGFAHZYOVPF,no_wikidata_match
,CHEMBL1918240,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915156,=,=,Survival,%,116.1,CHEMBL3464,"Nitric oxide synthase, inducible",Survival,%,116.1,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,AVOVERVPDMHXIG-IBGZPJMESA-N,-0.9159489351693738,AVOVERVPDMHXIG,no_wikidata_match
,CHEMBL1918241,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915156,=,=,IC50,nM,22600.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,22.6,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,AVOVERVPDMHXIG-IBGZPJMESA-N,-0.9159489351693738,AVOVERVPDMHXIG,no_wikidata_match
,CHEMBL1918239,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915156,=,=,Inhibition,%,73.8,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,73.8,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,AVOVERVPDMHXIG-IBGZPJMESA-N,-0.9159489351693738,AVOVERVPDMHXIG,no_wikidata_match
,CHEMBL1918240,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915158,=,=,Survival,%,91.4,CHEMBL3464,"Nitric oxide synthase, inducible",Survival,%,91.4,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,AVOVERVPDMHXIG-LJQANCHMSA-N,-0.9159489351693738,AVOVERVPDMHXIG,no_wikidata_match
,CHEMBL1918239,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,,CHEMBL1914395,Bioorg Med Chem,CHEMBL1915158,=,=,Inhibition,%,7.4,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,7.4,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(=O)(=O)c1ccc(C)cc1,AVOVERVPDMHXIG-LJQANCHMSA-N,-0.9159489351693738,AVOVERVPDMHXIG,no_wikidata_match
,CHEMBL3587005,CNCCN(C)c1cccc(CCc2cc(C)cc(N)n2)n1,,CHEMBL3585280,J Med Chem,CHEMBL3586660,=,=,Ki,nM,4845.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,4845.0,CNCCN(C)c1cccc(CCc2cc(C)cc(N)n2)n1,AVQUEPVPLWZPMB-UHFFFAOYSA-N,-0.704935101291891,AVQUEPVPLWZPMB,http://www.wikidata.org/entity/Q27465391
,CHEMBL2343148,CCOC(=O)CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,,CHEMBL2331431,J Nat Prod,CHEMBL2331732,>,>,IC50,nM,20000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,20.0,CCOC(=O)CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,AXIFNPRFDIZFNM-YNFACUOGSA-N,2.4932998425198885,AXIFNPRFDIZFNM,http://www.wikidata.org/entity/Q77279745
,CHEMBL1767575,Cc1cc(N)nc(CCc2ccc(CCc3cc(C)cc(N)n3)cc2)c1,,CHEMBL1764947,J Med Chem,CHEMBL1766631,=,=,Ki,nM,2410.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,2410.0,Cc1cc(N)nc(CCc2ccc(CCc3cc(C)cc(N)n3)cc2)c1,AYUYENSLGNCAKQ-UHFFFAOYSA-N,-0.17493853260934616,AYUYENSLGNCAKQ,no_wikidata_match
,CHEMBL3587005,CNCCN(C)c1cncc(CCc2cc(C)cc(N)n2)c1,,CHEMBL3585280,J Med Chem,CHEMBL3586661,=,=,Ki,nM,2152.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,2152.0,CNCCN(C)c1cncc(CCc2cc(C)cc(N)n2)c1,BAILAIZRWKFZJT-UHFFFAOYSA-N,-0.6807351117982091,BAILAIZRWKFZJT,http://www.wikidata.org/entity/Q27460093
,CHEMBL1056374,CC1=CC=CC2=NCC(C(=O)c3ccc(-c4ccc(Br)cc4)cc3)CN12.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL564593,=,=,Inhibition,%,98.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,98.0,CC1=CC=CC2=NCC(C(=O)c3ccc(-c4ccc(Br)cc4)cc3)CN12.[O-][Cl+3]([O-])([O-])O,BARYAYMSAQADSH-UHFFFAOYSA-N,-0.34330627292241617,BARYAYMSAQADSH,no_wikidata_match
,CHEMBL699694,NCC[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(=O)O,Outside typical range,CHEMBL1133106,J Med Chem,CHEMBL420637,=,=,Ki,nM,1210000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,1210.0,NCC[C@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])C(=O)O,BATAYPXSEOMBHC-BQBZGAKWSA-N,0.6156726660521227,BATAYPXSEOMBHC,no_wikidata_match
,CHEMBL1018150,CC1CCN=C(N)S1,,CHEMBL1139311,Bioorg Med Chem Lett,CHEMBL106322,=,=,Inhibition,%,92.5,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,92.5,CC1CCN=C(N)S1,BATVOUKHGLKDGQ-UHFFFAOYSA-N,-0.007924376502175007,BATVOUKHGLKDGQ,http://www.wikidata.org/entity/Q27163440
,CHEMBL1285558,Cl.NCCN1C[C@H](Cc2cccc(N)n2)[C@@H](NCCCc2ccccc2)C1,,CHEMBL1275378,J Med Chem,CHEMBL1276965,=,=,Ki,nM,3980.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,3.98,Cl.NCCN1C[C@H](Cc2cccc(N)n2)[C@@H](NCCCc2ccccc2)C1,BECPFSXWMOLYET-MKSBGGEFSA-N,-0.528722404016826,BECPFSXWMOLYET,no_wikidata_match
,CHEMBL1285558,Cl.NCCN1C[C@H](Cc2cccc(N)n2)[C@H](NCCCc2ccccc2)C1,,CHEMBL1275378,J Med Chem,CHEMBL1276876,=,=,Ki,nM,47940.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,47.94,Cl.NCCN1C[C@H](Cc2cccc(N)n2)[C@H](NCCCc2ccccc2)C1,BECPFSXWMOLYET-VKLKMBQZSA-N,-0.528722404016826,BECPFSXWMOLYET,no_wikidata_match
,CHEMBL1664436,O=c1cc(CO)occ1O,,CHEMBL1649420,J Med Chem,CHEMBL287556,=,=,Inhibition,%,-4.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,-4.0,O=c1cc(CO)occ1O,BEJNERDRQOWKJM-UHFFFAOYSA-N,1.5060357253976697,BEJNERDRQOWKJM,http://www.wikidata.org/entity/Q416285
,CHEMBL1285558,NCCN[C@@H]1CNC[C@@H]1Cc1cccc(N)n1,,CHEMBL1275378,J Med Chem,CHEMBL510760,=,=,Ki,nM,388.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,0.388,NCCN[C@@H]1CNC[C@@H]1Cc1cccc(N)n1,BETYXZSFUFTOLC-GXSJLCMTSA-N,-0.20604062302234702,BETYXZSFUFTOLC,http://www.wikidata.org/entity/Q27461702
,CHEMBL699689,CCCC1CC(C)=CC(N)=N1,,CHEMBL1136028,Bioorg Med Chem Lett,CHEMBL75496,=,=,IC50,nM,100.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,0.1,CCCC1CC(C)=CC(N)=N1,BFRRSPPCKUKUNO-UHFFFAOYSA-N,0.9713887085581274,BFRRSPPCKUKUNO,no_wikidata_match
,CHEMBL2433625,Cc1cc(N)nc(COC[C@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1,,CHEMBL2429788,Bioorg Med Chem Lett,CHEMBL2430150,=,=,Ki,nM,2262.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,2262.0,Cc1cc(N)nc(COC[C@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1,BGQWILAWEWZMTG-BBRMVZONSA-N,-0.20586243110912278,BGQWILAWEWZMTG,http://www.wikidata.org/entity/Q27464661
,CHEMBL2433625,Cc1cc(N)nc(COC[C@@H](N)[C@@H](C)OCc2cc(C)cc(N)n2)c1,,CHEMBL2429788,Bioorg Med Chem Lett,CHEMBL2430149,=,=,Ki,nM,1857.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,1857.0,Cc1cc(N)nc(COC[C@@H](N)[C@@H](C)OCc2cc(C)cc(N)n2)c1,BGQWILAWEWZMTG-CZUORRHYSA-N,-0.20586243110912278,BGQWILAWEWZMTG,no_wikidata_match
,CHEMBL2433625,Cc1cc(N)nc(COC[C@@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1,,CHEMBL2429788,Bioorg Med Chem Lett,CHEMBL2430151,=,=,Ki,nM,10996.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,10996.0,Cc1cc(N)nc(COC[C@@H](N)[C@H](C)OCc2cc(C)cc(N)n2)c1,BGQWILAWEWZMTG-XJKSGUPXSA-N,-0.20586243110912278,BGQWILAWEWZMTG,no_wikidata_match
,CHEMBL750480,NC(=NCCCC(=O)O)NO,,CHEMBL1134763,J Med Chem,CHEMBL107834,<,<,Initial rates,,0.5,CHEMBL3464,"Nitric oxide synthase, inducible",Initial rates,,0.5,NC(=NCCCC(=O)O)NO,BJMIKZWUVZZRBG-UHFFFAOYSA-N,0.6766085868322457,BJMIKZWUVZZRBG,no_wikidata_match
,CHEMBL754647,N/C(S)=N/CCC[C@H](N)C(=O)O,,CHEMBL1132725,Bioorg Med Chem Lett,CHEMBL93247,>,>,Inhibition,%,99.0,CHEMBL3464,"Nitric oxide synthase, inducible",Inhibition,%,99.0,N/C(S)=N/CCC[C@H](N)C(=O)O,BKGWACHYAMTLAF-BYPYZUCNSA-N,0.9941330184827168,BKGWACHYAMTLAF,http://www.wikidata.org/entity/Q27094813
,CHEMBL754798,N/C(S)=N/CCC[C@H](N)C(=O)O,,CHEMBL1132725,Bioorg Med Chem Lett,CHEMBL93247,=,=,Ki,nM,3600.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,3.6,N/C(S)=N/CCC[C@H](N)C(=O)O,BKGWACHYAMTLAF-BYPYZUCNSA-N,0.9941330184827168,BKGWACHYAMTLAF,http://www.wikidata.org/entity/Q27094813
,CHEMBL4052047,CNCc1cc(Br)cc(OCc2ccc3ccc(N)nc3c2)c1.Cl.Cl,,CHEMBL4049447,J Med Chem,CHEMBL4088321,=,=,Ki,nM,15200.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,15.2,CNCc1cc(Br)cc(OCc2ccc3ccc(N)nc3c2)c1.Cl.Cl,BMKAUZJIFLDPIG-UHFFFAOYSA-N,-0.47803892576316387,BMKAUZJIFLDPIG,no_wikidata_match
,CHEMBL754799,CN(O)C(=N)NCCCC(N)C(=O)O,,CHEMBL1126597,J Med Chem,CHEMBL144104,=,=,kinact,min-1,0.1,CHEMBL3464,"Nitric oxide synthase, inducible",kinact,min-1,0.1,CN(O)C(=N)NCCCC(N)C(=O)O,BNNZGZKJTQTHNK-UHFFFAOYSA-N,0.756956948543343,BNNZGZKJTQTHNK,no_wikidata_match
,CHEMBL2343148,CCOC(=O)C(C)CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C(=O)[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,,CHEMBL2331431,J Nat Prod,CHEMBL2331730,=,=,IC50,nM,6200.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,6.2,CCOC(=O)C(C)CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C(=O)[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,BOKKJSLANHYHCM-OMSYNNOCSA-N,2.528022864562327,BOKKJSLANHYHCM,http://www.wikidata.org/entity/Q115971269
,CHEMBL4355264,CCCc1nn(C)c2c(NC(C)C)nc(/C=C/c3cc(OC)c(OC)c(OC)c3)nc12,,CHEMBL4354797,J Med Chem,CHEMBL4472342,=,=,IC50,nM,1120.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,1.12,CCCc1nn(C)c2c(NC(C)C)nc(/C=C/c3cc(OC)c(OC)c(OC)c3)nc12,BPNDMTSGBREEKR-ZHACJKMWSA-N,-0.45041722963446457,BPNDMTSGBREEKR,no_wikidata_match
,CHEMBL4355268,CCCc1nn(C)c2c(NC(C)C)nc(/C=C/c3cc(OC)c(OC)c(OC)c3)nc12,,CHEMBL4354797,J Med Chem,CHEMBL4472342,=,=,Ratio IC50,,22.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ratio IC50,,22.0,CCCc1nn(C)c2c(NC(C)C)nc(/C=C/c3cc(OC)c(OC)c(OC)c3)nc12,BPNDMTSGBREEKR-ZHACJKMWSA-N,-0.45041722963446457,BPNDMTSGBREEKR,no_wikidata_match
,CHEMBL1664436,Cc1nc(O)cc(O)n1,,CHEMBL1649420,J Med Chem,CHEMBL1650612,=,=,Inhibition,%,1.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,1.0,Cc1nc(O)cc(O)n1,BPSGVKFIQZZFNH-UHFFFAOYSA-N,-0.8185463200627666,BPSGVKFIQZZFNH,http://www.wikidata.org/entity/Q72466796
,CHEMBL1664436,O=C(O)c1ncccc1O,,CHEMBL1649420,J Med Chem,CHEMBL1234326,=,=,Inhibition,%,46.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,46.0,O=C(O)c1ncccc1O,BRARRAHGNDUELT-UHFFFAOYSA-N,-0.41014214009500005,BRARRAHGNDUELT,http://www.wikidata.org/entity/Q10859486
