activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,inchikey,np_score,short_inchikey,wikidata_id
,CHEMBL700502,NC1=Nc2ccc(C(F)(F)F)cc2[C@H]2CCC[C@@H]12,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL313001,=,=,IC50,nM,89000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,89.0,NC1=Nc2ccc(C(F)(F)F)cc2[C@H]2CCC[C@@H]12,AINOZXUWKRFZDV-DTWKUNHWSA-N,-0.4394641946377167,AINOZXUWKRFZDV,no_wikidata_match
,CHEMBL700501,Cc1ccc2nc(O)oc2n1,,CHEMBL1129221,Bioorg Med Chem Lett,CHEMBL97163,=,=,IC50,nM,7400.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,7.4,Cc1ccc2nc(O)oc2n1,AJIPIXAYNVCKAL-UHFFFAOYSA-N,-0.9929511524608092,AJIPIXAYNVCKAL,no_wikidata_match
,CHEMBL701146,NC1=NC(c2ccc(F)cc2)Nc2cccc(F)c21,,CHEMBL1136724,J Med Chem,CHEMBL354516,=,=,IC50,nM,50.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.05,NC1=NC(c2ccc(F)cc2)Nc2cccc(F)c21,AKOSZLBIPKPADG-UHFFFAOYSA-N,-0.8882979127706893,AKOSZLBIPKPADG,no_wikidata_match
,CHEMBL4380146,C=CCCNC(=N)NCCCCN,,CHEMBL4376856,J Med Chem,CHEMBL4544147,=,=,Inhibition,%,23.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,23.0,C=CCCNC(=N)NCCCCN,AKRJZJHGIJJBLM-UHFFFAOYSA-N,0.7592270502104229,AKRJZJHGIJJBLM,no_wikidata_match
,CHEMBL1056358,COc1ccc(C(=O)C2CN=C3C=C(C)C=CN3C2)cc1F.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL550511,=,=,Activity,%,102.0,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,%,102.0,COc1ccc(C(=O)C2CN=C3C=C(C)C=CN3C2)cc1F.[O-][Cl+3]([O-])([O-])O,ALJHQWBYLYVACP-UHFFFAOYSA-N,-0.4589474473725409,ALJHQWBYLYVACP,no_wikidata_match
,CHEMBL700502,NC1=Nc2c(Cl)cc(Cl)cc2[C@H]2CCC[C@@H]12,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL87968,=,=,IC50,nM,30000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,30.0,NC1=Nc2c(Cl)cc(Cl)cc2[C@H]2CCC[C@@H]12,AMDNXZDCGJLPCP-JGVFFNPUSA-N,-0.37841105226280625,AMDNXZDCGJLPCP,no_wikidata_match
,CHEMBL700502,COc1ccc2c(c1)[C@H]1CCC[C@H]1C(N)=N2,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL85613,=,=,IC50,nM,13000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,13.0,COc1ccc2c(c1)[C@H]1CCC[C@H]1C(N)=N2,AMRJLVLSJYMBDX-VHSXEESVSA-N,0.11170428855808125,AMRJLVLSJYMBDX,no_wikidata_match
,CHEMBL1020499,CCCNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1139258,Bioorg Med Chem,CHEMBL107528,=,=,Inhibition,%,2.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,2.0,CCCNC(=N)NCCC[C@H](N)C(=O)O,AOMXURITGZJPKB-ZETCQYMHSA-N,0.5127973361234532,AOMXURITGZJPKB,http://www.wikidata.org/entity/Q27088088
,CHEMBL1020502,CCCNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1139258,Bioorg Med Chem,CHEMBL107528,=,=,Inhibition,%,0.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,0.0,CCCNC(=N)NCCC[C@H](N)C(=O)O,AOMXURITGZJPKB-ZETCQYMHSA-N,0.5127973361234532,AOMXURITGZJPKB,http://www.wikidata.org/entity/Q27088088
,CHEMBL1056358,CCCNC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1152488,Eur J Med Chem,CHEMBL107528,=,=,Activity,%,95.0,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,%,95.0,CCCNC(=N)NCCC[C@H](N)C(=O)O,AOMXURITGZJPKB-ZETCQYMHSA-N,0.5127973361234532,AOMXURITGZJPKB,http://www.wikidata.org/entity/Q27088088
,CHEMBL832395,CCC1N=C(N)CC1C,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL185024,=,=,IC50,nM,20.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.02,CCC1N=C(N)CC1C,APKCAWUHKKJFRX-UHFFFAOYSA-N,0.5470039793117333,APKCAWUHKKJFRX,no_wikidata_match
,CHEMBL1955555,CC1(C)SC(c2ccccc2N)=NN1C(=O)C1CCCCC1,,CHEMBL1949563,Eur J Med Chem,CHEMBL1951520,=,=,Inhibition,%,28.0,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,28.0,CC1(C)SC(c2ccccc2N)=NN1C(=O)C1CCCCC1,AQPVLOBEWYHDKK-UHFFFAOYSA-N,-0.5445410752795228,AQPVLOBEWYHDKK,no_wikidata_match
,CHEMBL1806042,O=c1cc(Cn2c(C3CC(F)(F)C3)nc3nccnc32)c2cccc(F)c2[nH]1,,CHEMBL1800057,J Med Chem,CHEMBL1801062,=,=,EC50,nM,220.0,CHEMBL4481,"Nitric oxide synthase, inducible",EC50,uM,0.22,O=c1cc(Cn2c(C3CC(F)(F)C3)nc3nccnc32)c2cccc(F)c2[nH]1,ARLMOCASJYQODY-UHFFFAOYSA-N,-0.9858206480127213,ARLMOCASJYQODY,no_wikidata_match
,CHEMBL702708,Br.Br.CNCc1ccc(NC(C)=N)cc1,,CHEMBL1131040,J Med Chem,CHEMBL539793,=,=,Ki,nM,2500.0,CHEMBL4481,"Nitric oxide synthase, inducible",Ki,uM,2.5,Br.Br.CNCc1ccc(NC(C)=N)cc1,ARVXEXLSTYBDRT-UHFFFAOYSA-N,-0.22710880241659334,ARVXEXLSTYBDRT,no_wikidata_match
,CHEMBL700506,CN(C)CCOc1ccc(-c2cccc(N)n2)c2c1CCC2,,CHEMBL1149107,J Med Chem,CHEMBL43678,=,=,IC50,nM,592.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,592.0,CN(C)CCOc1ccc(-c2cccc(N)n2)c2c1CCC2,ASCIWHQKWHDNRB-UHFFFAOYSA-N,-0.3965088878864727,ASCIWHQKWHDNRB,no_wikidata_match
,CHEMBL665580,C#CC1Cc2ccsc2C(N)=N1,,CHEMBL1134021,Bioorg Med Chem Lett,CHEMBL8292,=,=,IC50,nM,40.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.04,C#CC1Cc2ccsc2C(N)=N1,ASLZDSGYTVWLOQ-UHFFFAOYSA-N,-0.5904636267753167,ASLZDSGYTVWLOQ,no_wikidata_match
,CHEMBL2401460,Nc1ccccc1C1=NN(C(=O)Cc2ccccc2)CC1,,CHEMBL2396629,Bioorg Med Chem,CHEMBL2397628,=,=,Inhibition,%,2.31,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,2.31,Nc1ccccc1C1=NN(C(=O)Cc2ccccc2)CC1,AUXONFIRNMUVRW-UHFFFAOYSA-N,-0.8414559719908192,AUXONFIRNMUVRW,no_wikidata_match
,CHEMBL1955555,CC1(C)SC(c2cc(Cl)ccc2N)=NN1C(=O)C1CC1,,CHEMBL1949563,Eur J Med Chem,CHEMBL1951509,=,=,Inhibition,%,23.23,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,23.23,CC1(C)SC(c2cc(Cl)ccc2N)=NN1C(=O)C1CC1,AVSLEVRGBLDVTH-UHFFFAOYSA-N,-0.877577296791175,AVSLEVRGBLDVTH,no_wikidata_match
,CHEMBL877003,CC1CC(N)=Nc2ccccc21,,CHEMBL1143520,Bioorg Med Chem Lett,CHEMBL192033,=,=,IC50,nM,974.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,974.0,CC1CC(N)=Nc2ccccc21,AXHHNWVDJRCUIZ-UHFFFAOYSA-N,0.29840468584286667,AXHHNWVDJRCUIZ,no_wikidata_match
,CHEMBL1955555,CC(=O)N1N=C(c2cc(Cl)ccc2N)SC1(C)C,,CHEMBL1949563,Eur J Med Chem,CHEMBL1951505,=,=,Inhibition,%,72.8,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,72.8,CC(=O)N1N=C(c2cc(Cl)ccc2N)SC1(C)C,AXJXOVDIHVWZQX-UHFFFAOYSA-N,-0.7713094352116389,AXJXOVDIHVWZQX,no_wikidata_match
,CHEMBL829930,[N-]=[N+]=C(c1ccc(C(=O)OCc2cnc3nc(N)nc(O)c3n2)cc1)C(F)(F)F,Outside typical range,CHEMBL1140327,J Med Chem,CHEMBL364546,=,=,IC50,nM,374200.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,374.2,[N-]=[N+]=C(c1ccc(C(=O)OCc2cnc3nc(N)nc(O)c3n2)cc1)C(F)(F)F,AYPJJECBXSRFII-UHFFFAOYSA-N,-0.47377412894165505,AYPJJECBXSRFII,no_wikidata_match
,CHEMBL700509,Cc1cc(N)nc(CCCc2ccccc2)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL61139,=,=,IC50,nM,12700.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,12.7,Cc1cc(N)nc(CCCc2ccccc2)c1,AYSDOKDTTQGSIU-UHFFFAOYSA-N,-0.3290035502442471,AYSDOKDTTQGSIU,no_wikidata_match
,CHEMBL878597,N/C1=N/CCCCCC1,,CHEMBL1129751,J Med Chem,CHEMBL329431,=,=,IC50,nM,10000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,10.0,N/C1=N/CCCCCC1,AZNNPSMXKKWOPY-UHFFFAOYSA-N,0.15427025354692223,AZNNPSMXKKWOPY,no_wikidata_match
,CHEMBL701147,N/C1=N/CCCCCC1,,CHEMBL1133982,Bioorg Med Chem Lett,CHEMBL329431,=,=,IC50,nM,9980.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,9.98,N/C1=N/CCCCCC1,AZNNPSMXKKWOPY-UHFFFAOYSA-N,0.15427025354692223,AZNNPSMXKKWOPY,no_wikidata_match
,CHEMBL1056358,CC1=CC=CC2=NCC(C(=O)c3ccc(-c4ccc(Br)cc4)cc3)CN12.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL564593,=,=,Activity,%,106.0,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,%,106.0,CC1=CC=CC2=NCC(C(=O)c3ccc(-c4ccc(Br)cc4)cc3)CN12.[O-][Cl+3]([O-])([O-])O,BARYAYMSAQADSH-UHFFFAOYSA-N,-0.34330627292241617,BARYAYMSAQADSH,no_wikidata_match
,CHEMBL702445,CCOC(=O)[C@@H]1CCSCC/C(N)=N\1,,CHEMBL1133982,Bioorg Med Chem Lett,CHEMBL89309,=,=,Inhibition,%,55.7,CHEMBL4481,"Nitric oxide synthase, inducible",Inhibition,%,55.7,CCOC(=O)[C@@H]1CCSCC/C(N)=N\1,BERGFKRGXBHFND-ZETCQYMHSA-N,-0.41710457899121434,BERGFKRGXBHFND,no_wikidata_match
,CHEMBL701146,CC1N=C(N)c2ccccc2N1,,CHEMBL1136724,J Med Chem,CHEMBL355856,=,=,IC50,nM,9800.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,9.8,CC1N=C(N)c2ccccc2N1,BFASSLCZFJPKRD-UHFFFAOYSA-N,-0.09299333248290832,BFASSLCZFJPKRD,no_wikidata_match
,CHEMBL934600,CC1N=C(N)c2ccccc2N1,,CHEMBL1144726,J Med Chem,CHEMBL355856,=,=,IC50,nM,9800.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,9.8,CC1N=C(N)c2ccccc2N1,BFASSLCZFJPKRD-UHFFFAOYSA-N,-0.09299333248290832,BFASSLCZFJPKRD,no_wikidata_match
,CHEMBL700505,CCCC1CC(C)=CC(N)=N1,,CHEMBL1136028,Bioorg Med Chem Lett,CHEMBL75496,=,=,IC50,nM,60.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.06,CCCC1CC(C)=CC(N)=N1,BFRRSPPCKUKUNO-UHFFFAOYSA-N,0.9713887085581274,BFRRSPPCKUKUNO,no_wikidata_match
,CHEMBL877003,C[C@@H]1CC(N)=N[C@@H]2CCCCC[C@H]12,,CHEMBL1143520,Bioorg Med Chem Lett,CHEMBL190655,=,=,IC50,nM,860.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,860.0,C[C@@H]1CC(N)=N[C@@H]2CCCCC[C@H]12,BFSHJUMYVDDDRE-OPRDCNLKSA-N,0.6670539213956999,BFSHJUMYVDDDRE,no_wikidata_match
,CHEMBL964272,CC(C)=Cc1cc(C)cc(N)n1,,CHEMBL1153433,J Med Chem,CHEMBL464556,=,=,IC50,nM,685.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,685.0,CC(C)=Cc1cc(C)cc(N)n1,BHPPONCQQUIFAK-UHFFFAOYSA-N,0.27121783666620003,BHPPONCQQUIFAK,no_wikidata_match
,CHEMBL700502,Cc1ccc2c(c1)[C@H]1CCC[C@H]1C(N)=N2,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL83569,=,=,IC50,nM,12000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,12.0,Cc1ccc2c(c1)[C@H]1CCC[C@H]1C(N)=N2,BIFBTDYKRCRVRC-VHSXEESVSA-N,-0.036035031886246655,BIFBTDYKRCRVRC,no_wikidata_match
,CHEMBL702710,CC(=N)Nc1ccccc1CC(N)C(=O)O,,CHEMBL1130474,Bioorg Med Chem Lett,CHEMBL52280,=,=,Ki,nM,1900.0,CHEMBL4481,"Nitric oxide synthase, inducible",Ki,uM,1.9,CC(=N)Nc1ccccc1CC(N)C(=O)O,BITPNFOYLVZGLL-UHFFFAOYSA-N,0.09255723300458121,BITPNFOYLVZGLL,no_wikidata_match
,CHEMBL832395,CCC1CN=C(N)C1C,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL184798,=,=,IC50,nM,930.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.93,CCC1CN=C(N)C1C,BIWSZTWZJHYWGX-UHFFFAOYSA-N,0.9399143932023999,BIWSZTWZJHYWGX,no_wikidata_match
,CHEMBL833505,CCC1CSCCC(N)=N1,,CHEMBL1138708,Bioorg Med Chem Lett,CHEMBL185833,=,=,IC50,nM,310.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.31,CCC1CSCCC(N)=N1,BJFMNSRYUNDINA-UHFFFAOYSA-N,-0.05176157877254005,BJFMNSRYUNDINA,no_wikidata_match
,CHEMBL832395,NC1=NC2CCCC2C1,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL361419,>,>,IC50,nM,50000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,50.0,NC1=NC2CCCC2C1,BJTCDQQHCOHHOO-UHFFFAOYSA-N,0.3600181673048112,BJTCDQQHCOHHOO,no_wikidata_match
,CHEMBL1046068,Fc1c(F)c(F)c(-c2n[nH]c3c(F)c(F)c(F)c(F)c23)c(F)c1F,Outside typical range,CHEMBL1152545,Bioorg Med Chem,CHEMBL595197,=,=,IC50,nM,400000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,mM,0.4,Fc1c(F)c(F)c(-c2n[nH]c3c(F)c(F)c(F)c(F)c23)c(F)c1F,BLRLNVDCKOMIHM-UHFFFAOYSA-N,-0.49063024919703757,BLRLNVDCKOMIHM,no_wikidata_match
,CHEMBL700506,CN1CCN(CCOc2ccc(-c3cccc(N)n3)c3c2CCCC3)CC1,,CHEMBL1149107,J Med Chem,CHEMBL416071,=,=,IC50,nM,1280.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,nM,1280.0,CN1CCN(CCOc2ccc(-c3cccc(N)n3)c3c2CCCC3)CC1,BMMQHMBKVRPTTF-UHFFFAOYSA-N,-0.6329064915246446,BMMQHMBKVRPTTF,no_wikidata_match
,CHEMBL1227492,NC1=NC(CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21,,CHEMBL1221218,Nat Chem Biol,CHEMBL1221608,=,=,IC50,nM,31.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.031,NC1=NC(CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21,BOAUWUUBSXECNL-UHFFFAOYSA-N,-0.6847586469359953,BOAUWUUBSXECNL,no_wikidata_match
,CHEMBL1786326,N=C(N)C1C=CCN1,,CHEMBL1781991,Bioorg Med Chem Lett,CHEMBL1783093,=,=,IC50,nM,180.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.18,N=C(N)C1C=CCN1,BPWCPNGTHAAMLW-UHFFFAOYSA-N,1.1508656737246628,BPWCPNGTHAAMLW,no_wikidata_match
,CHEMBL2401460,Nc1ccccc1C1=NN(C(=O)c2ccccc2)CC1,,CHEMBL2396629,Bioorg Med Chem,CHEMBL362090,=,=,Inhibition,%,8.7,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,8.7,Nc1ccccc1C1=NN(C(=O)c2ccccc2)CC1,BPXXGVHBSNYQOH-UHFFFAOYSA-N,-0.75954150885006,BPXXGVHBSNYQOH,no_wikidata_match
,CHEMBL701150,Cc1cc(C)nc(N)c1,,CHEMBL1148283,J Med Chem,CHEMBL59925,=,=,IC50,nM,45.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.045,Cc1cc(C)nc(N)c1,BRBUBVKGJRPRRD-UHFFFAOYSA-N,-0.5306017089877333,BRBUBVKGJRPRRD,http://www.wikidata.org/entity/Q72436375
,CHEMBL700509,Cc1cc(C)nc(N)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL59925,=,=,IC50,nM,110.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.11,Cc1cc(C)nc(N)c1,BRBUBVKGJRPRRD-UHFFFAOYSA-N,-0.5306017089877333,BRBUBVKGJRPRRD,http://www.wikidata.org/entity/Q72436375
,CHEMBL1056358,Cc1cc(C)nc(N)c1,,CHEMBL1152488,Eur J Med Chem,CHEMBL59925,=,=,Activity,%,7.0,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,%,7.0,Cc1cc(C)nc(N)c1,BRBUBVKGJRPRRD-UHFFFAOYSA-N,-0.5306017089877333,BRBUBVKGJRPRRD,http://www.wikidata.org/entity/Q72436375
,CHEMBL1803809,Cc1cc(C)nc(N)c1,,CHEMBL1799930,Bioorg Med Chem Lett,CHEMBL59925,=,=,IC50,nM,109.65,CHEMBL4481,"Nitric oxide synthase, inducible",pIC50,,6.96,Cc1cc(C)nc(N)c1,BRBUBVKGJRPRRD-UHFFFAOYSA-N,-0.5306017089877333,BRBUBVKGJRPRRD,http://www.wikidata.org/entity/Q72436375
,CHEMBL1056358,CC1=CC2=NCC(C(=O)c3ccc(O)cc3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL558636,=,=,Activity,%,30.0,CHEMBL4481,"Nitric oxide synthase, inducible",Activity,%,30.0,CC1=CC2=NCC(C(=O)c3ccc(O)cc3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,BUNSPYOKJSNMMW-UHFFFAOYSA-N,0.120311832643004,BUNSPYOKJSNMMW,no_wikidata_match
,CHEMBL702708,Br.Br.CC(=N)Nc1ccc(CN(C)C)cc1,,CHEMBL1131040,J Med Chem,CHEMBL554201,=,=,Ki,nM,6100.0,CHEMBL4481,"Nitric oxide synthase, inducible",Ki,uM,6.1,Br.Br.CC(=N)Nc1ccc(CN(C)C)cc1,BUWHTWAGPYSQFK-UHFFFAOYSA-N,-0.9351642375141812,BUWHTWAGPYSQFK,no_wikidata_match
,CHEMBL700505,CC1=CC(N)=NCC1(C)C,,CHEMBL1136028,Bioorg Med Chem Lett,CHEMBL308310,=,=,IC50,nM,420.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.42,CC1=CC(N)=NCC1(C)C,BVWOQWKQOXPDAZ-UHFFFAOYSA-N,0.8678567151554398,BVWOQWKQOXPDAZ,no_wikidata_match
,CHEMBL2401460,COc1cc(N)c(C2=NN(C(=O)c3ccccc3)CC2)cc1OC,,CHEMBL2396629,Bioorg Med Chem,CHEMBL2397621,=,=,Inhibition,%,28.9,CHEMBL4481,"Nitric oxide synthase, inducible",INH,%,28.9,COc1cc(N)c(C2=NN(C(=O)c3ccccc3)CC2)cc1OC,BWAWASHDNNAWOY-UHFFFAOYSA-N,-0.5024384091748791,BWAWASHDNNAWOY,no_wikidata_match
,CHEMBL701147,NC1=NC(CC[N+](=O)[O-])COCC1,,CHEMBL1133982,Bioorg Med Chem Lett,CHEMBL314727,=,=,IC50,nM,979.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.979,NC1=NC(CC[N+](=O)[O-])COCC1,BWBBVEBIAZILKQ-UHFFFAOYSA-N,0.1863279950275538,BWBBVEBIAZILKQ,no_wikidata_match
,CHEMBL700508,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,,CHEMBL1131100,J Med Chem,CHEMBL545059,=,=,IC50,nM,230.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,0.23,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,BWGVYBXEGKLGDG-UHFFFAOYSA-N,0.2085024105712875,BWGVYBXEGKLGDG,no_wikidata_match
,CHEMBL700508,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,,CHEMBL1131100,J Med Chem,CHEMBL545059,=,=,IC50,nM,10000.0,CHEMBL4481,"Nitric oxide synthase, inducible",IC50,uM,10.0,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,BWGVYBXEGKLGDG-UHFFFAOYSA-N,0.2085024105712875,BWGVYBXEGKLGDG,no_wikidata_match
