activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,inchikey,np_score,short_inchikey,wikidata_id
,CHEMBL2415113,S=C1NC(c2cccc(Oc3ccccc3)c2)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414851,=,=,IC50,nM,40190.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,40.19,S=C1NC(c2cccc(Oc3ccccc3)c2)N2CCCCN12,BMJQFQXQDACGLQ-UHFFFAOYSA-N,-0.8232039081101824,BMJQFQXQDACGLQ,no_wikidata_match
,CHEMBL960400,CCOC(=O)C1CC(C(=O)c2cc(Cl)ccc2N)=NN1Cc1ccccc1,,CHEMBL1140983,Eur J Med Chem,CHEMBL523931,=,=,Inhibition,%,17.3,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,17.3,CCOC(=O)C1CC(C(=O)c2cc(Cl)ccc2N)=NN1Cc1ccccc1,CDIVBNAPQCWONJ-UHFFFAOYSA-N,-0.9166539110952299,CDIVBNAPQCWONJ,no_wikidata_match
,CHEMBL1023690,Nc1ccccc1-c1ccc(C(=O)NC2CCC2)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL572117,=,=,Inhibition,%,20.1,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,20.1,Nc1ccccc1-c1ccc(C(=O)NC2CCC2)[nH]1,CHKYQEMJSTWOSJ-UHFFFAOYSA-N,-0.6077047102901737,CHKYQEMJSTWOSJ,no_wikidata_match
,CHEMBL1023690,NC(=O)c1ccc(-c2ccccc2N)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL541779,=,=,Inhibition,%,3.07,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,3.07,NC(=O)c1ccc(-c2ccccc2N)[nH]1,CNKBQAZLVBKGTQ-UHFFFAOYSA-N,-0.29581997718621333,CNKBQAZLVBKGTQ,no_wikidata_match
,CHEMBL699604,CC(=N)NCCCCCC(N)C(=O)O,Outside typical range,CHEMBL1127403,J Med Chem,CHEMBL127739,=,=,IC50,nM,808000.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,808.0,CC(=N)NCCCCCC(N)C(=O)O,CQIZIZXOTXHJNR-UHFFFAOYSA-N,1.1856700347402713,CQIZIZXOTXHJNR,no_wikidata_match
,CHEMBL960400,CCOC(=O)C1CC(C(=O)c2cc(OC)ccc2N)=NN1C,,CHEMBL1140983,Eur J Med Chem,CHEMBL444665,=,=,Inhibition,%,0.6,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,0.6,CCOC(=O)C1CC(C(=O)c2cc(OC)ccc2N)=NN1C,CZXKKQVICPFKHG-UHFFFAOYSA-N,-0.5672867632682362,CZXKKQVICPFKHG,no_wikidata_match
,CHEMBL1046061,CC12CCC(C3C=NN=C31)C2(C)C,,CHEMBL1152545,Bioorg Med Chem,CHEMBL594725,=,=,Inhibition,%,20.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,20.0,CC12CCC(C3C=NN=C31)C2(C)C,FCCSMIOXGMZIRE-UHFFFAOYSA-N,1.1304257361278538,FCCSMIOXGMZIRE,no_wikidata_match
,CHEMBL1023690,COc1ccc(N)c(-c2ccc(C(=O)NC3CCCC3)[nH]2)c1,,CHEMBL1158377,Eur J Med Chem,CHEMBL551630,=,=,Inhibition,%,26.25,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,26.25,COc1ccc(N)c(-c2ccc(C(=O)NC3CCCC3)[nH]2)c1,FHNTUJFJAXLWMS-UHFFFAOYSA-N,-0.5953681833658182,FHNTUJFJAXLWMS,no_wikidata_match
,CHEMBL1762844,O=C(O)c1c(F)c(F)c2[nH]nc(O)c2c1F,,CHEMBL1759883,Eur J Med Chem,CHEMBL1762746,=,=,Inhibition,%,16.3,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,16.3,O=C(O)c1c(F)c(F)c2[nH]nc(O)c2c1F,GCKILDDLNXEXBO-UHFFFAOYSA-N,-0.6332173860431312,GCKILDDLNXEXBO,no_wikidata_match
,CHEMBL1023690,Cn1c(C(N)=O)ccc1-c1ccccc1N,,CHEMBL1158377,Eur J Med Chem,CHEMBL556061,=,=,Inhibition,%,15.97,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,15.97,Cn1c(C(N)=O)ccc1-c1ccccc1N,GKXXBBYINDTNFJ-UHFFFAOYSA-N,-0.6612138240694374,GKXXBBYINDTNFJ,no_wikidata_match
,CHEMBL2415111,N=C(N)NN,,CHEMBL2412959,Bioorg Med Chem,CHEMBL225304,=,=,Inhibition,%,10.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,10.0,N=C(N)NN,HAMNKKUPIHEESI-UHFFFAOYSA-N,-0.3659585505913,HAMNKKUPIHEESI,http://www.wikidata.org/entity/Q409583
,CHEMBL2415113,N=C(N)NN,Outside typical range,CHEMBL2412959,Bioorg Med Chem,CHEMBL225304,=,=,IC50,nM,132010.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,132.01,N=C(N)NN,HAMNKKUPIHEESI-UHFFFAOYSA-N,-0.3659585505913,HAMNKKUPIHEESI,http://www.wikidata.org/entity/Q409583
,CHEMBL1046061,Cc1n[nH]c2c1C(=O)CC(C)(C)C2,,CHEMBL1152545,Bioorg Med Chem,CHEMBL594957,=,=,Inhibition,%,22.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,22.0,Cc1n[nH]c2c1C(=O)CC(C)(C)C2,HPTQHXKWSUVNNR-UHFFFAOYSA-N,-0.5995277522003539,HPTQHXKWSUVNNR,http://www.wikidata.org/entity/Q82150109
,CHEMBL1762844,O=C(O)c1c(F)c(F)c(F)c2[nH]nc(O)c12,,CHEMBL1759883,Eur J Med Chem,CHEMBL1762743,=,=,Inhibition,%,62.6,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,62.6,O=C(O)c1c(F)c(F)c(F)c2[nH]nc(O)c12,HZHSQZDLHWMRQY-UHFFFAOYSA-N,-0.6980980141436313,HZHSQZDLHWMRQY,no_wikidata_match
,CHEMBL2415111,O=[N+]([O-])c1ccccc1/C=C/C1NC(=S)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414836,=,=,Inhibition,%,10.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,10.0,O=[N+]([O-])c1ccccc1/C=C/C1NC(=S)N2CCCCN12,IGPLHCWYTLSZRG-BQYQJAHWSA-N,-0.9852859737731,IGPLHCWYTLSZRG,no_wikidata_match
,CHEMBL2415110,O=[N+]([O-])c1ccccc1/C=C/C1NC(=S)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414836,=,=,Ratio IC50,,10.0,CHEMBL3051,"Nitric oxide synthase, inducible",Ratio IC50,,10.0,O=[N+]([O-])c1ccccc1/C=C/C1NC(=S)N2CCCCN12,IGPLHCWYTLSZRG-BQYQJAHWSA-N,-0.9852859737731,IGPLHCWYTLSZRG,no_wikidata_match
,CHEMBL2415113,O=[N+]([O-])c1ccccc1/C=C/C1NC(=S)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414836,=,=,IC50,nM,9810.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,9.81,O=[N+]([O-])c1ccccc1/C=C/C1NC(=S)N2CCCCN12,IGPLHCWYTLSZRG-BQYQJAHWSA-N,-0.9852859737731,IGPLHCWYTLSZRG,no_wikidata_match
,CHEMBL696857,CCCCC1CCCCC(N)=N1.Cl,,CHEMBL1131333,J Med Chem,CHEMBL543514,=,=,Inhibition,%,60.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,60.0,CCCCC1CCCCC(N)=N1.Cl,ILVCOOLKDRRADQ-UHFFFAOYSA-N,0.7933332903239307,ILVCOOLKDRRADQ,no_wikidata_match
,CHEMBL1046061,Oc1n[nH]c2c(F)c(F)c(F)c(F)c12,,CHEMBL1152545,Bioorg Med Chem,CHEMBL596450,=,=,Inhibition,%,6.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,6.0,Oc1n[nH]c2c(F)c(F)c(F)c(F)c12,IUHHDAFEQCHKCP-UHFFFAOYSA-N,-0.835652319744993,IUHHDAFEQCHKCP,no_wikidata_match
,CHEMBL2045838,C[C@H]1CC(N)=N[C@@H]2[C@H](Cl)[C@@H]21.Cl,,CHEMBL2040724,Eur J Med Chem,CHEMBL1800346,=,=,Ki,nM,1.8,CHEMBL3051,"Nitric oxide synthase, inducible",Ki,nM,1.8,C[C@H]1CC(N)=N[C@@H]2[C@H](Cl)[C@@H]21.Cl,IZIZKGZAEABSET-IEUZAGAGSA-N,0.6865062163081089,IZIZKGZAEABSET,no_wikidata_match
,CHEMBL1762844,CCOC(=O)c1c(F)c(F)c(F)c2[nH]nc(O)c12,,CHEMBL1759883,Eur J Med Chem,CHEMBL1762745,=,=,Inhibition,%,38.7,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,38.7,CCOC(=O)c1c(F)c(F)c(F)c2[nH]nc(O)c12,JZWXEKGFSBZOSS-UHFFFAOYSA-N,-0.8980925104770667,JZWXEKGFSBZOSS,no_wikidata_match
,CHEMBL1023690,CCNC(=O)c1ccc(-c2ccccc2N)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL541176,=,=,Inhibition,%,20.49,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,20.49,CCNC(=O)c1ccc(-c2ccccc2N)[nH]1,KANGGUJXJFLAJB-UHFFFAOYSA-N,-0.6811008400727648,KANGGUJXJFLAJB,no_wikidata_match
,CHEMBL1023690,Nc1ccccc1-c1ccc(C(=O)NC2CC2)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL541494,=,=,Inhibition,%,-1.1,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,-1.1,Nc1ccccc1-c1ccc(C(=O)NC2CC2)[nH]1,KDMHJCMANBWHKV-UHFFFAOYSA-N,-0.7076974674723998,KDMHJCMANBWHKV,no_wikidata_match
,CHEMBL1023690,CNC(=O)c1ccc(-c2cc(OC)ccc2N)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL559269,=,=,Inhibition,%,26.17,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,26.17,CNC(=O)c1ccc(-c2cc(OC)ccc2N)[nH]1,KHNNBUPTVLVYET-UHFFFAOYSA-N,-0.4507186817321498,KHNNBUPTVLVYET,no_wikidata_match
,CHEMBL1762844,COC(=O)c1c(F)c(F)c(F)c2[nH]nc(O)c12,,CHEMBL1759883,Eur J Med Chem,CHEMBL1762744,=,=,Inhibition,%,22.6,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,22.6,COC(=O)c1c(F)c(F)c(F)c2[nH]nc(O)c12,KJRUKLAIOGQHLF-UHFFFAOYSA-N,-0.757516061610453,KJRUKLAIOGQHLF,no_wikidata_match
,CHEMBL696857,C=CCC1CCCCC(N)=N1.Cl,,CHEMBL1131333,J Med Chem,CHEMBL544693,=,=,Inhibition,%,80.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,80.0,C=CCC1CCCCC(N)=N1.Cl,KSSBLKZMYPTJTA-UHFFFAOYSA-N,0.6063125866719916,KSSBLKZMYPTJTA,no_wikidata_match
,CHEMBL2415111,Oc1ccccc1C1NC(=S)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414847,=,=,Inhibition,%,10.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,10.0,Oc1ccccc1C1NC(=S)N2CCCCN12,LIRSYJSBUZPLQU-UHFFFAOYSA-N,-0.4367476312378353,LIRSYJSBUZPLQU,no_wikidata_match
,CHEMBL2415113,Oc1ccccc1C1NC(=S)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414847,=,=,IC50,nM,70030.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,70.03,Oc1ccccc1C1NC(=S)N2CCCCN12,LIRSYJSBUZPLQU-UHFFFAOYSA-N,-0.4367476312378353,LIRSYJSBUZPLQU,no_wikidata_match
,CHEMBL1023690,CCCNC(=O)c1ccc(-c2cc(OC)ccc2N)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL560093,=,=,Inhibition,%,6.78,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,6.78,CCCNC(=O)c1ccc(-c2cc(OC)ccc2N)[nH]1,LJFHESUVDMFLQV-UHFFFAOYSA-N,-0.696517641977175,LJFHESUVDMFLQV,no_wikidata_match
,CHEMBL960400,CCCCN1N=C(C(=O)c2cc(OC)ccc2N)CC1C(=O)OCC,,CHEMBL1140983,Eur J Med Chem,CHEMBL475743,=,=,Inhibition,%,18.6,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,18.6,CCCCN1N=C(C(=O)c2cc(OC)ccc2N)CC1C(=O)OCC,LLYDBERZTMEPOD-UHFFFAOYSA-N,-0.5816914093971679,LLYDBERZTMEPOD,no_wikidata_match
,CHEMBL696857,CCCC1CCCCC(N)=N1.Cl,,CHEMBL1131333,J Med Chem,CHEMBL553271,=,=,Inhibition,%,85.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,85.0,CCCC1CCCCC(N)=N1.Cl,LNAFEIMDSUXGKI-UHFFFAOYSA-N,0.6081901054818416,LNAFEIMDSUXGKI,no_wikidata_match
,CHEMBL1046061,CC1(C)CC(=O)c2cn[nH]c2C1,,CHEMBL1152545,Bioorg Med Chem,CHEMBL594956,=,=,Inhibition,%,2.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,2.0,CC1(C)CC(=O)c2cn[nH]c2C1,LNOAXGPGVISHPB-UHFFFAOYSA-N,-0.8358478590294,LNOAXGPGVISHPB,no_wikidata_match
,CHEMBL1023690,Nc1ccccc1-c1ccc(C(=O)NC2CCCC2)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL550544,=,=,Inhibition,%,52.79,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,52.79,Nc1ccccc1-c1ccc(C(=O)NC2CCCC2)[nH]1,LNTGTBLHYIVMCE-UHFFFAOYSA-N,-0.6045686142432349,LNTGTBLHYIVMCE,no_wikidata_match
,CHEMBL2415111,Cc1ccccc1C1NC(=S)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414838,=,=,Inhibition,%,10.0,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,10.0,Cc1ccccc1C1NC(=S)N2CCCCN12,MDRSXWJOPJPTMI-UHFFFAOYSA-N,-0.9212155810327058,MDRSXWJOPJPTMI,no_wikidata_match
,CHEMBL2415113,Cc1ccccc1C1NC(=S)N2CCCCN12,,CHEMBL2412959,Bioorg Med Chem,CHEMBL2414838,=,=,IC50,nM,60260.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,60.26,Cc1ccccc1C1NC(=S)N2CCCCN12,MDRSXWJOPJPTMI-UHFFFAOYSA-N,-0.9212155810327058,MDRSXWJOPJPTMI,no_wikidata_match
,CHEMBL1023690,CCCNC(=O)c1ccc(-c2ccccc2N)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL540750,=,=,Inhibition,%,13.17,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,13.17,CCCNC(=O)c1ccc(-c2ccccc2N)[nH]1,MKWMYODTCHTJIW-UHFFFAOYSA-N,-0.7151870975177776,MKWMYODTCHTJIW,no_wikidata_match
,CHEMBL699604,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],,CHEMBL1127403,J Med Chem,CHEMBL227744,=,=,IC50,nM,20000.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,20.0,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],MRAUNPAHJZDYCK-BYPYZUCNSA-N,0.6233324074124401,MRAUNPAHJZDYCK,http://www.wikidata.org/entity/Q7041453
,CHEMBL1023690,CCCCNC(=O)c1ccc(-c2ccccc2N)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL571896,=,=,Inhibition,%,7.53,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,7.53,CCCCNC(=O)c1ccc(-c2ccccc2N)[nH]1,MRZICMXBHNCTMT-UHFFFAOYSA-N,-0.572810101152684,MRZICMXBHNCTMT,no_wikidata_match
,CHEMBL872049,CSC(=N)NCCC[C@@H](N)C(=O)O,,CHEMBL1127683,J Med Chem,CHEMBL1161525,<,<,Inhibition,%,1.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,1.0,CSC(=N)NCCC[C@@H](N)C(=O)O,NGVMVBQRKZPFLB-RXMQYKEDSA-N,0.4928894245315999,NGVMVBQRKZPFLB,no_wikidata_match
,CHEMBL696856,CSC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1127683,J Med Chem,CHEMBL106516,>,>,Inhibition,%,99.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,99.0,CSC(=N)NCCC[C@H](N)C(=O)O,NGVMVBQRKZPFLB-YFKPBYRVSA-N,0.4928894245315999,NGVMVBQRKZPFLB,http://www.wikidata.org/entity/Q27162670
,CHEMBL872049,CSC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1127683,J Med Chem,CHEMBL106516,=,=,Inhibition,%,87.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,87.0,CSC(=N)NCCC[C@H](N)C(=O)O,NGVMVBQRKZPFLB-YFKPBYRVSA-N,0.4928894245315999,NGVMVBQRKZPFLB,http://www.wikidata.org/entity/Q27162670
,CHEMBL699605,CSC(=N)NCCC[C@H](N)C(=O)O,,CHEMBL1127683,J Med Chem,CHEMBL106516,=,=,Inhibition,%,29.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,29.0,CSC(=N)NCCC[C@H](N)C(=O)O,NGVMVBQRKZPFLB-YFKPBYRVSA-N,0.4928894245315999,NGVMVBQRKZPFLB,http://www.wikidata.org/entity/Q27162670
,CHEMBL960400,CCOC(=O)C1CC(C(=O)c2ccccc2N)=NN1C,,CHEMBL1140983,Eur J Med Chem,CHEMBL490876,=,=,Inhibition,%,12.7,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,12.7,CCOC(=O)C1CC(C(=O)c2ccccc2N)=NN1C,NKAUMLCCZYTPNV-UHFFFAOYSA-N,-0.5731770120224349,NKAUMLCCZYTPNV,no_wikidata_match
,CHEMBL960400,CCCCN1N=C(C(=O)c2ccccc2N)CC1C(=O)OCC,,CHEMBL1140983,Eur J Med Chem,CHEMBL472907,=,=,Inhibition,%,12.2,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,12.2,CCCCN1N=C(C(=O)c2ccccc2N)CC1C(=O)OCC,NQNMTRSTEYEOGI-UHFFFAOYSA-N,-0.5880659427598565,NQNMTRSTEYEOGI,no_wikidata_match
,CHEMBL1762844,CCOC(=O)c1c(F)c(F)c(F)c2c(O)n[nH]c12,,CHEMBL1759883,Eur J Med Chem,CHEMBL1760090,=,=,Inhibition,%,43.7,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,43.7,CCOC(=O)c1c(F)c(F)c(F)c2c(O)n[nH]c12,NSNDHVQEMRTYTF-UHFFFAOYSA-N,-0.9580470241463446,NSNDHVQEMRTYTF,no_wikidata_match
,CHEMBL696856,N/C(S)=N/CCCC[C@H](N)C(=O)O,,CHEMBL1127683,J Med Chem,CHEMBL171397,=,=,Inhibition,%,75.0,CHEMBL3051,"Nitric oxide synthase, inducible",Inhibition,%,75.0,N/C(S)=N/CCCC[C@H](N)C(=O)O,NTDQCCFHWYKFAW-YFKPBYRVSA-N,0.9298180522182002,NTDQCCFHWYKFAW,no_wikidata_match
,CHEMBL699604,CNC(=N)NCCCC(N)C(=O)O,,CHEMBL1127403,J Med Chem,CHEMBL312870,=,=,IC50,nM,18000.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,18.0,CNC(=N)NCCCC(N)C(=O)O,NTNWOCRCBQPEKQ-UHFFFAOYSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q6823955
,CHEMBL699604,CNC(=N)NCCCC(N)C(=O)O,,CHEMBL1127403,J Med Chem,CHEMBL312870,=,=,IC50,nM,18000.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,18.0,CNC(=N)NCCCC(N)C(=O)O,NTNWOCRCBQPEKQ-UHFFFAOYSA-N,1.4126952765342768,NTNWOCRCBQPEKQ,http://www.wikidata.org/entity/Q108028577
,CHEMBL699604,CC(=N)NCCCC[C@@H](N)C(=O)O,Outside typical range,CHEMBL1127403,J Med Chem,CHEMBL340800,=,=,IC50,nM,2800000.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,2800.0,CC(=N)NCCCC[C@@H](N)C(=O)O,ONYFNWIHJBLQKE-SSDOTTSWSA-N,1.194843523141831,ONYFNWIHJBLQKE,http://www.wikidata.org/entity/Q27087931
,CHEMBL699604,CC(=N)NCCCC[C@H](N)C(=O)O,,CHEMBL1127403,J Med Chem,CHEMBL7889,=,=,IC50,nM,92000.0,CHEMBL3051,"Nitric oxide synthase, inducible",IC50,uM,92.0,CC(=N)NCCCC[C@H](N)C(=O)O,ONYFNWIHJBLQKE-ZETCQYMHSA-N,1.194843523141831,ONYFNWIHJBLQKE,http://www.wikidata.org/entity/Q27132940
,CHEMBL960400,CCCCn1nc(C(=O)c2cc(OC)ccc2N)cc1C(=O)OCC,,CHEMBL1140983,Eur J Med Chem,CHEMBL523961,=,=,Inhibition,%,20.5,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,20.5,CCCCn1nc(C(=O)c2cc(OC)ccc2N)cc1C(=O)OCC,ORTIUFQWFBWZOS-UHFFFAOYSA-N,-0.9399181385278322,ORTIUFQWFBWZOS,no_wikidata_match
,CHEMBL1023690,NC(=O)c1ccc(-c2cc(Cl)ccc2N)[nH]1,,CHEMBL1158377,Eur J Med Chem,CHEMBL555283,=,=,Inhibition,%,5.34,CHEMBL3051,"Nitric oxide synthase, inducible",INH,%,5.34,NC(=O)c1ccc(-c2cc(Cl)ccc2N)[nH]1,OSVDASPOJSNGSL-UHFFFAOYSA-N,-0.7284495826549813,OSVDASPOJSNGSL,no_wikidata_match
